Name,ActiveCases,Recovered,Death,Total cases,Date
Andaman and Nicobar Islands,58,145,0,203,7/20/2020
Andhra Pradesh,26118,22890,642,49650,7/20/2020
Arunachal Pradesh,455,282,3,740,7/20/2020
Assam,7919,16023,57,23999,7/20/2020
Bihar,10044,16308,217,26569,7/20/2020
Chandigarh,217,488,12,717,7/20/2020
Chhattisgarh,1608,3775,24,5407,7/20/2020
Dadra and Nagar Haveli and Daman and Diu,189,414,2,605,7/20/2020
Delhi,16031,103134,3628,122793,7/20/2020
Goa,1417,2218,22,3657,7/20/2020
Gujarat,11312,34901,2142,48355,7/20/2020
Haryana,6022,19793,349,26164,7/20/2020
Himachal Pradesh,413,1059,11,1483,7/20/2020
Jammu and Kashmir,5844,7811,244,13899,7/20/2020
Jharkhand,2770,2716,49,5535,7/20/2020
Karnataka,39376,23065,1331,63772,7/20/2020
Kerala,7067,5371,42,12480,7/20/2020
Ladakh,173,1003,2,1178,7/20/2020
Madhya Pradesh,6568,15311,721,22600,7/20/2020
Maharashtra,129032,169569,11854,310455,7/20/2020
Manipur,698,1213,0,1911,7/20/2020
Meghalaya,382,66,2,450,7/20/2020
Mizoram,117,167,0,284,7/20/2020
Nagaland,543,445,0,988,7/20/2020
Odisha,4893,12453,91,17437,7/20/2020
Puducherry,817,1154,28,1999,7/20/2020
Punjab,3311,6535,254,10100,7/20/2020
Rajasthan,7145,21730,559,29434,7/20/2020
Sikkim,191,92,0,283,7/20/2020
Tamil Nadu,50297,117915,2481,170693,7/20/2020
Telangana,12223,32438,415,45076,7/20/2020
Tripura,1114,1759,5,2878,7/20/2020
Uttar Pradesh,18256,29845,1146,49247,7/20/2020
Uttarakhand,1347,3116,52,4515,7/20/2020
West Bengal,16492,24883,1112,42487,7/20/2020
Andaman and Nicobar Islands,55,152,0,207,7/21/2020
Andhra Pradesh,28800,24228,696,53724,7/21/2020
Arunachal Pradesh,502,285,3,790,7/21/2020
Assam,8229,17095,58,25382,7/21/2020
Bihar,9996,17433,217,27646,7/21/2020
Chandigarh,207,518,12,737,7/21/2020
Chhattisgarh,1592,3944,25,5561,7/21/2020
Dadra and Nagar Haveli and Daman and Diu,234,448,2,684,7/21/2020
Delhi,15166,104918,3663,123747,7/21/2020
Goa,1469,2361,23,3853,7/21/2020
Gujarat,11513,35678,2162,49353,7/21/2020
Haryana,6277,20226,355,26858,7/21/2020
Himachal Pradesh,553,1067,11,1631,7/21/2020
Jammu and Kashmir,6122,8274,254,14650,7/21/2020
Jharkhand,2893,2810,53,5756,7/21/2020
Karnataka,42222,23795,1403,67420,7/21/2020
Kerala,7615,5616,43,13274,7/21/2020
Ladakh,186,1007,2,1195,7/21/2020
Madhya Pradesh,6888,15684,738,23310,7/21/2020
Maharashtra,131636,175029,12030,318695,7/21/2020
Manipur,618,1307,0,1925,7/21/2020
Meghalaya,396,66,4,466,7/21/2020
Mizoram,129,168,0,297,7/21/2020
Nagaland,537,484,0,1021,7/21/2020
Odisha,5103,12910,97,18110,7/21/2020
Puducherry,798,1265,29,2092,7/21/2020
Punjab,3130,7118,262,10510,7/21/2020
Rajasthan,7627,22195,568,30390,7/21/2020
Sikkim,213,92,0,305,7/21/2020
Tamil Nadu,51351,121776,2551,175678,7/21/2020
Telangana,11529,34323,422,46274,7/21/2020
Tripura,1227,1845,7,3079,7/21/2020
Uttar Pradesh,19137,30831,1192,51160,7/21/2020
Uttarakhand,1375,3212,55,4642,7/21/2020
West Bengal,17204,26418,1147,44769,7/21/2020
Andaman and Nicobar Islands,53,159,0,212,7/22/2020
Andhra Pradesh,32336,25574,758,58668,7/22/2020
Arunachal Pradesh,552,303,3,858,7/22/2020
Assam,7291,18033,58,25382,7/22/2020
Bihar,10220,18515,217,28952,7/22/2020
Chandigarh,221,518,12,751,7/22/2020
Chhattisgarh,1586,4114,29,5729,7/22/2020
Dadra and Nagar Haveli and Daman and Diu,240,463,2,705,7/22/2020
Delhi,15288,106118,3690,125096,7/22/2020
Goa,1552,2449,26,4027,7/22/2020
Gujarat,11760,36423,2196,50379,7/22/2020
Haryana,6146,20952,364,27462,7/22/2020
Himachal Pradesh,576,1077,11,1664,7/22/2020
Jammu and Kashmir,6540,8455,263,15258,7/22/2020
Jharkhand,3200,2904,55,6159,7/22/2020
Karnataka,44146,25459,1464,71069,7/22/2020
Kerala,8060,5890,44,13994,7/22/2020
Ladakh,186,1010,2,1198,7/22/2020
Madhya Pradesh,7082,16257,756,24095,7/22/2020
Maharashtra,132538,182217,12276,327031,7/22/2020
Manipur,615,1400,0,2015,7/22/2020
Meghalaya,416,70,4,490,7/22/2020
Mizoram,149,168,0,317,7/22/2020
Nagaland,545,485,0,1030,7/22/2020
Odisha,5344,13310,103,18757,7/22/2020
Puducherry,831,1318,30,2179,7/22/2020
Punjab,3237,7389,263,10889,7/22/2020
Rajasthan,8052,22744,577,31373,7/22/2020
Sikkim,222,108,0,330,7/22/2020
Tamil Nadu,51347,126670,2626,180643,7/22/2020
Telangana,9891,37385,429,47705,7/22/2020
Tripura,1397,1926,8,3331,7/22/2020
Uttar Pradesh,20204,31855,1229,53288,7/22/2020
Uttarakhand,1497,3297,55,4849,7/22/2020
West Bengal,17813,28035,1182,47030,7/22/2020
Andaman and Nicobar Islands,58,163,0,221,7/23/2020
Andhra Pradesh,31763,32127,823,64713,7/23/2020
Arunachal Pradesh,632,314,3,949,7/23/2020
Assam,8675,18033,64,26772,7/23/2020
Bihar,10506,19646,217,30369,7/23/2020
Chandigarh,254,526,13,793,7/23/2020
Chhattisgarh,1709,4230,29,5968,7/23/2020
Dadra and Nagar Haveli and Daman and Diu,257,474,2,733,7/23/2020
Delhi,14954,107650,3719,126323,7/23/2020
Goa,1607,2541,28,4176,7/23/2020
Gujarat,11915,37260,2224,51399,7/23/2020
Haryana,6117,21697,372,28186,7/23/2020
Himachal Pradesh,609,1105,11,1725,7/23/2020
Jammu and Kashmir,6831,8607,273,15711,7/23/2020
Jharkhand,3397,3024,64,6485,7/23/2020
Karnataka,47075,27239,1519,75833,7/23/2020
Kerala,8825,6162,45,15032,7/23/2020
Ladakh,186,1018,2,1206,7/23/2020
Madhya Pradesh,7236,16836,770,24842,7/23/2020
Maharashtra,137282,187769,12556,337607,7/23/2020
Manipur,632,1428,0,2060,7/23/2020
Meghalaya,433,77,4,514,7/23/2020
Mizoram,138,179,0,317,7/23/2020
Nagaland,598,486,0,1084,7/23/2020
Odisha,5977,13750,108,19835,7/23/2020
Puducherry,900,1369,31,2300,7/23/2020
Punjab,3391,7641,269,11301,7/23/2020
Rajasthan,8387,23364,583,32334,7/23/2020
Sikkim,326,112,0,438,7/23/2020
Tamil Nadu,51765,131583,3144,186492,7/23/2020
Telangana,11155,37666,438,49259,7/23/2020
Tripura,1408,2032,9,3449,7/23/2020
Uttar Pradesh,20825,33500,1263,55588,7/23/2020
Uttarakhand,1894,3349,57,5300,7/23/2020
West Bengal,18450,29650,1221,49321,7/23/2020
Andaman and Nicobar Islands,70,170,0,240,7/24/2020
Andhra Pradesh,34272,37555,884,72711,7/24/2020
Arunachal Pradesh,654,334,3,991,7/24/2020
Assam,8022,20699,70,28791,7/24/2020
Bihar,10994,20769,217,31980,7/24/2020
Chandigarh,256,531,13,800,7/24/2020
Chhattisgarh,1847,4377,30,6254,7/24/2020
Dadra and Nagar Haveli and Daman and Diu,279,489,2,770,7/24/2020
Delhi,14554,109065,3745,127364,7/24/2020
Goa,1666,2655,29,4350,7/24/2020
Gujarat,12247,37978,2252,52477,7/24/2020
Haryana,6348,22249,378,28975,7/24/2020
Himachal Pradesh,687,1136,11,1834,7/24/2020
Jammu and Kashmir,7438,8709,282,16429,7/24/2020
Jharkhand,3734,3174,67,6975,7/24/2020
Karnataka,49937,29310,1616,80863,7/24/2020
Kerala,9466,6594,50,16110,7/24/2020
Ladakh,183,1025,2,1210,7/24/2020
Madhya Pradesh,7335,17359,780,25474,7/24/2020
Maharashtra,140395,194253,12854,347502,7/24/2020
Manipur,649,1466,0,2115,7/24/2020
Meghalaya,452,78,4,534,7/24/2020
Mizoram,149,183,0,332,7/24/2020
Nagaland,644,530,0,1174,7/24/2020
Odisha,6592,14393,114,21099,7/24/2020
Puducherry,986,1400,34,2420,7/24/2020
Punjab,3721,7741,277,11739,7/24/2020
Rajasthan,8811,23815,594,33220,7/24/2020
Sikkim,338,122,0,460,7/24/2020
Tamil Nadu,52939,136793,3232,192964,7/24/2020
Telangana,11052,39327,447,50826,7/24/2020
Tripura,1574,2072,10,3656,7/24/2020
Uttar Pradesh,21012,35803,1289,58104,7/24/2020
Uttarakhand,1986,3399,60,5445,7/24/2020
West Bengal,18846,31656,1255,51757,7/24/2020
Andaman and Nicobar Islands,85,174,0,259,7/25/2020
Andhra Pradesh,39990,39935,933,80858,7/25/2020
Arunachal Pradesh,661,392,3,1056,7/25/2020
Assam,8084,21761,76,29921,7/25/2020
Bihar,11363,22343,220,33926,7/25/2020
Chandigarh,275,535,13,823,7/25/2020
Chhattisgarh,2128,4567,36,6731,7/25/2020
Dadra and Nagar Haveli and Daman and Diu,301,512,2,815,7/25/2020
Delhi,13681,110931,3777,128389,7/25/2020
Goa,1646,2865,29,4540,7/25/2020
Gujarat,12418,38849,2278,53545,7/25/2020
Haryana,6420,22953,382,29755,7/25/2020
Himachal Pradesh,798,1145,11,1954,7/25/2020
Jammu and Kashmir,7269,9217,296,16782,7/25/2020
Jharkhand,4116,3307,70,7493,7/25/2020
Karnataka,52799,31347,1724,85870,7/25/2020
Kerala,9379,7562,54,16995,7/25/2020
Ladakh,209,1035,2,1246,7/25/2020
Madhya Pradesh,7553,17866,791,26210,7/25/2020
Maharashtra,144018,199967,13132,357117,7/25/2020
Manipur,655,1491,0,2146,7/25/2020
Meghalaya,496,87,5,588,7/25/2020
Mizoram,178,183,0,361,7/25/2020
Nagaland,701,537,1,1239,7/25/2020
Odisha,7372,15201,120,22693,7/25/2020
Puducherry,997,1483,35,2515,7/25/2020
Punjab,3838,8096,282,12216,7/25/2020
Rajasthan,9029,24547,602,34178,7/25/2020
Sikkim,335,142,0,477,7/25/2020
Tamil Nadu,53132,143297,3320,199749,7/25/2020
Telangana,11677,40334,455,52466,7/25/2020
Tripura,1617,2131,11,3759,7/25/2020
Uttarakhand,1986,3399,60,5445,7/25/2020
Uttar Pradesh,21711,37712,1348,60771,7/25/2020
West Bengal,19154,33529,1290,53973,7/25/2020
Andaman and Nicobar Islands,114,176,0,290,7/26/2020
Andhra Pradesh,44431,43255,985,88671,7/26/2020
Arunachal Pradesh,695,428,3,1126,7/26/2020
Assam,7954,23055,77,31086,7/26/2020
Bihar,12317,24053,234,36604,7/26/2020
Chandigarh,284,555,13,852,7/26/2020
Chhattisgarh,2365,4683,39,7087,7/26/2020
Dadra and Nagar Haveli and Daman and Diu,328,530,2,860,7/26/2020
Delhi,12657,113068,3806,129531,7/26/2020
Goa,1606,3047,33,4686,7/26/2020
Gujarat,12695,39631,2300,54626,7/26/2020
Haryana,6495,23654,389,30538,7/26/2020
Himachal Pradesh,865,1173,11,2049,7/26/2020
Jammu and Kashmir,7483,9517,305,17305,7/26/2020
Jharkhand,4329,3425,82,7836,7/26/2020
Karnataka,55396,33750,1796,90942,7/26/2020
Kerala,9428,8611,59,18098,7/26/2020
Ladakh,216,1057,3,1276,7/26/2020
Madhya Pradesh,7639,18488,799,26926,7/26/2020
Maharashtra,145785,207194,13389,366368,7/26/2020
Manipur,652,1524,0,2176,7/26/2020
Meghalaya,547,94,5,646,7/26/2020
Mizoram,178,183,0,361,7/26/2020
Nagaland,744,541,4,1289,7/26/2020
Odisha,7954,15929,130,24013,7/26/2020
Puducherry,1055,1561,38,2654,7/26/2020
Punjab,4096,8297,291,12684,7/26/2020
Rajasthan,9379,25306,613,35298,7/26/2020
Sikkim,357,142,0,499,7/26/2020
Tamil Nadu,52273,151055,3409,206737,7/26/2020
Telangana***,11677,40334,455,52466,7/26/2020
Tripura,1642,2209,11,3862,7/26/2020
Uttarakhand,2403,3495,63,5961,7/26/2020
Uttar Pradesh,22452,39903,1387,63742,7/26/2020
West Bengal,19391,35654,1332,56377,7/26/2020
Andaman and Nicobar Islands,142,182,0,324,7/27/2020
Andhra Pradesh,48956,46301,1041,96298,7/27/2020
Arunachal Pradesh,650,505,3,1158,7/27/2020
Assam,8109,24040,79,32228,7/27/2020
Bihar,13117,25815,244,39176,7/27/2020
Chandigarh,302,572,13,887,7/27/2020
Chhattisgarh,2463,4944,43,7450,7/27/2020
Dadra and Nagar Haveli and Daman and Diu,362,550,2,914,7/27/2020
Delhi,11904,114875,3827,130606,7/27/2020
Goa,1549,3277,35,4861,7/27/2020
Gujarat,13131,40365,2326,55822,7/27/2020
Haryana,6556,24384,392,31332,7/27/2020
Himachal Pradesh,966,1198,12,2176,7/27/2020
Jammu and Kashmir,7680,9928,312,17920,7/27/2020
Jharkhand,4486,3704,85,8275,7/27/2020
Karnataka,58425,35838,1878,96141,7/27/2020
Kerala,9664,9300,61,19025,7/27/2020
Ladakh,218,1063,4,1285,7/27/2020
Madhya Pradesh,7857,19132,811,27800,7/27/2020
Maharashtra,148905,213238,13656,375799,7/27/2020
Manipur,681,1554,0,2235,7/27/2020
Meghalaya,562,135,5,702,7/27/2020
Mizoram,168,193,0,361,7/27/2020
Nagaland,786,549,4,1339,7/27/2020
Odisha,8456,16793,140,25389,7/27/2020
Puducherry,1101,1645,40,2786,7/27/2020
Punjab,4102,8810,306,13218,7/27/2020
Rajasthan,9935,25353,621,35909,7/27/2020
Sikkim,397,148,0,545,7/27/2020
Tamil Nadu,53703,156526,3494,213723,7/27/2020
Telangana,12264,41332,463,54059,7/27/2020
Tripura,1526,2361,13,3900,7/27/2020
Uttarakhand,2475,3566,63,6104,7/27/2020
Uttar Pradesh,23921,41641,1426,66988,7/27/2020
West Bengal,19595,37751,1372,58718,7/27/2020
Andaman and Nicobar Islands,145,192,1,337,7/28/2020
Andhra Pradesh,51701,49558,1090,101259,7/28/2020
Arunachal Pradesh,662,574,3,1236,7/28/2020
Assam,8088,25402,86,33490,7/28/2020
Bihar,13461,27530,253,40991,7/28/2020
Chandigarh,321,575,14,896,7/28/2020
Chhattisgarh,2529,5172,44,7701,7/28/2020
Dadra and Nagar Haveli and Daman and Diu,380,564,2,944,7/28/2020
Delhi,10994,116372,3853,127366,7/28/2020
Goa,1673,3410,36,5083,7/28/2020
Gujarat,13146,41380,2348,54526,7/28/2020
Haryana,6684,25046,397,31730,7/28/2020
Himachal Pradesh,1040,1216,14,2256,7/28/2020
Jammu and Kashmir,7667,10402,321,18069,7/28/2020
Jharkhand,4824,3770,89,8594,7/28/2020
Karnataka,61827,37685,1953,99512,7/28/2020
Kerala,9619,10045,63,19664,7/28/2020
Ladakh,236,1066,4,1302,7/28/2020
Madhya Pradesh,7978,19791,820,27769,7/28/2020
Maharashtra,147896,221944,13883,369840,7/28/2020
Manipur,690,1596,0,2286,7/28/2020
Meghalaya,547,186,5,733,7/28/2020
Mizoram,191,193,0,384,7/28/2020
Nagaland,811,569,5,1380,7/28/2020
Odisha,9371,17374,147,26745,7/28/2020
Puducherry,1109,1720,43,2829,7/28/2020
Punjab,4387,9064,318,13451,7/28/2020
Rajasthan,10124,26123,631,36247,7/28/2020
Sikkim,380,174,1,554,7/28/2020
Tamil Nadu,54896,162249,3571,217145,7/28/2020
Telengana,13753,42909,480,56662,7/28/2020
Tripura,1565,2467,17,4032,7/28/2020
Uttarakhand,2587,3675,66,6262,7/28/2020
Uttar Pradesh,26204,42833,1456,69037,7/28/2020
West Bengal,19502,39917,1411,59419,7/28/2020
Andaman and Nicobar Islands,166,196,1,362,7/29/2020
Andhra Pradesh,56527,52622,1148,109149,7/29/2020
Arunachal Pradesh,710,617,3,1327,7/29/2020
Assam,8241,26618,88,34859,7/29/2020
Bihar,14718,28856,269,43574,7/29/2020
Chandigarh,321,599,14,920,7/29/2020
Chhattisgarh,2772,5439,46,8211,7/29/2020
Dadra and Nagar Haveli and Daman and Diu,384,596,2,980,7/29/2020
Delhi,10887,117507,3881,128394,7/29/2020
Goa,1656,3595,36,5251,7/29/2020
Gujarat,13198,42412,2372,55610,7/29/2020
Haryana,6712,25758,406,32470,7/29/2020
Himachal Pradesh,1082,1234,14,2316,7/29/2020
Jammu and Kashmir,7661,10885,333,18546,7/29/2020
Jharkhand,5121,3868,89,8989,7/29/2020
Karnataka,64442,40504,2055,104946,7/29/2020
Kerala,10103,10724,67,20827,7/29/2020
Ladakh,254,1067,6,1321,7/29/2020
Madhya Pradesh,8044,20343,830,28387,7/29/2020
Maharashtra,144998,232277,14165,377275,7/29/2020
Manipur,705,1612,0,2317,7/29/2020
Meghalaya,580,194,5,774,7/29/2020
Mizoram,186,198,0,384,7/29/2020
Nagaland,878,577,5,1455,7/29/2020
Odisha,9892,18061,154,27953,7/29/2020
Puducherry,1182,1782,47,2964,7/29/2020
Punjab,4290,9752,336,14042,7/29/2020
Rajasthan,10668,27202,644,37870,7/29/2020
Sikkim,392,186,1,578,7/29/2020
Tamil Nadu,57073,166956,3659,224029,7/29/2020
Telengana***,13753,42909,480,56662,7/29/2020
Tripura,1627,2621,21,4248,7/29/2020
Uttarakhand,2797,3720,70,6517,7/29/2020
Uttar Pradesh,27934,44520,1497,72454,7/29/2020
West Bengal,19493,42022,1449,61515,7/29/2020
Andaman and Nicobar Islands,225,201,2,426,7/30/2020
Andhra Pradesh,63771,55406,1213,119177,7/30/2020
Arunachal Pradesh,730,677,3,1407,7/30/2020
Assam,8371,27832,92,36203,7/30/2020
Bihar,15482,30320,278,45802,7/30/2020
Chandigarh,353,611,14,964,7/30/2020
Chhattisgarh,2855,5636,48,8491,7/30/2020
Dadra and Nagar Haveli and Daman and Diu,376,648,2,1024,7/30/2020
Delhi,10770,118633,3907,129403,7/30/2020
Goa,1666,3784,39,5450,7/30/2020
Gujarat,13535,43195,2396,56730,7/30/2020
Haryana,6798,26420,413,33218,7/30/2020
Himachal Pradesh,1057,1332,14,2389,7/30/2020
Jammu and Kashmir,7749,11322,348,19071,7/30/2020
Jharkhand,5728,4035,98,9763,7/30/2020
Karnataka,67456,42901,2147,110357,7/30/2020
Kerala,10364,11365,68,21729,7/30/2020
Ladakh,261,1080,6,1341,7/30/2020
Madhya Pradesh,8357,20934,843,29291,7/30/2020
Maharashtra,146433,239755,14463,386188,7/30/2020
Manipur,819,1639,0,2458,7/30/2020
Meghalaya,572,207,5,779,7/30/2020
Mizoram,183,215,0,398,7/30/2020
Nagaland,913,595,5,1508,7/30/2020
Odisha,10077,18939,159,29016,7/30/2020
Puducherry,1256,1874,47,3130,7/30/2020
Punjab,4372,10213,361,14585,7/30/2020
Rajasthan,10745,27569,650,38314,7/30/2020
Sikkim,397,198,1,595,7/30/2020
Tamil Nadu,57490,172883,3741,230373,7/30/2020
Telengana,14663,43751,492,58414,7/30/2020
Tripura,1786,2678,21,4464,7/30/2020
Uttarakhand,2983,3811,72,6794,7/30/2020
Uttar Pradesh,29997,45807,1530,75804,7/30/2020
West Bengal,19652,44116,1490,63768,7/30/2020
Andaman and Nicobar Islands,266,201,4,467,7/31/2020
Andhra Pradesh,69252,60024,1281,129276,7/31/2020
Arunachal Pradesh,654,827,3,1481,7/31/2020
Assam,9233,29080,94,38313,7/31/2020
Bihar,16845,31350,282,48195,7/31/2020
Chandigarh,355,647,14,1002,7/31/2020
Chhattisgarh,2789,5921,51,8710,7/31/2020
Dadra and Nagar Haveli and Daman and Diu,394,668,2,1062,7/31/2020
Delhi,10743,119724,3936,130467,7/31/2020
Goa,1657,4005,42,5662,7/31/2020
Gujarat,13793,44074,2418,57867,7/31/2020
Haryana,6497,27340,417,33837,7/31/2020
Himachal Pradesh,1105,1387,14,2492,7/31/2020
Jammu and Kashmir,7662,11842,365,19504,7/31/2020
Jharkhand,5888,4176,103,10064,7/31/2020
Karnataka,69708,46694,2230,116402,7/31/2020
Kerala,10074,12159,70,22233,7/31/2020
Ladakh,277,1094,7,1371,7/31/2020
Madhya Pradesh,8454,21657,857,30111,7/31/2020
Maharashtra,148454,248615,14729,397069,7/31/2020
Manipur,829,1672,4,2501,7/31/2020
Meghalaya,588,210,5,798,7/31/2020
Mizoram,174,234,0,408,7/31/2020
Nagaland,936,625,5,1561,7/31/2020
Odisha,10463,19746,169,30209,7/31/2020
Puducherry,1292,1958,48,3250,7/31/2020
Punjab,4577,10509,370,15086,7/31/2020
Rajasthan,11097,28385,663,39482,7/31/2020
Sikkim,395,214,1,609,7/31/2020
Tamil Nadu,57962,178178,3838,236140,7/31/2020
Telengana,15640,44572,505,60212,7/31/2020
Tripura,1723,2962,21,4685,7/31/2020
Uttarakhand,2993,3996,76,6989,7/31/2020
Uttar Pradesh,32649,46803,1587,79452,7/31/2020
West Bengal,19900,46256,1536,66156,7/31/2020
Andaman and Nicobar Islands,329,214,5,543,8/1/2020
Andhra Pradesh,75720,63864,1349,139584,8/1/2020
Arunachal Pradesh,670,918,3,1588,8/1/2020
Assam,9814,30357,98,40171,8/1/2020
Bihar,17579,33358,296,50937,8/1/2020
Chandigarh,369,667,15,1036,8/1/2020
Chhattisgarh,2803,6230,53,9033,8/1/2020
Dadra and Nagar Haveli and Daman and Diu,412,686,2,1098,8/1/2020
Delhi,10705,120930,3963,131635,8/1/2020
Goa,1657,4211,45,5868,8/1/2020
Gujarat,14090,44907,2441,58997,8/1/2020
Haryana,6317,28227,421,34544,8/1/2020
Himachal Pradesh,1091,1459,14,2550,8/1/2020
Jammu and Kashmir,7765,12217,377,19982,8/1/2020
Jharkhand,6538,4314,106,10852,8/1/2020
Karnataka,72013,49788,2314,121801,8/1/2020
Kerala,10517,13023,73,23540,8/1/2020
Ladakh,302,1095,7,1397,8/1/2020
Madhya Pradesh,8668,22271,867,30939,8/1/2020
Maharashtra,150966,256158,14994,407124,8/1/2020
Manipur,927,1689,5,2616,8/1/2020
Meghalaya,603,215,5,818,8/1/2020
Mizoram,165,247,0,412,8/1/2020
Nagaland,1053,635,5,1688,8/1/2020
Odisha,11182,20518,177,31700,8/1/2020
Puducherry,1323,2100,49,3423,8/1/2020
Punjab,4999,10734,386,15733,8/1/2020
Rajasthan,11589,29035,674,40624,8/1/2020
Sikkim,407,231,1,638,8/1/2020
Tamil Nadu,57968,183956,3935,241924,8/1/2020
Telengana,16796,45388,519,62184,8/1/2020
Tripura,1630,3327,21,4957,8/1/2020
Uttarakhand,2935,4168,80,7103,8/1/2020
Uttar Pradesh,34968,48863,1630,83831,8/1/2020
West Bengal,20233,48374,1581,68607,8/1/2020
Andaman and Nicobar Islands,329,214,5,543,8/2/2020
Andhra Pradesh,75720,63864,1349,139584,8/2/2020
Arunachal Pradesh,670,918,3,1588,8/2/2020
Assam,9814,30357,98,40171,8/2/2020
Bihar,17579,33358,296,50937,8/2/2020
Chandigarh,369,667,15,1036,8/2/2020
Chhattisgarh,2803,6230,53,9033,8/2/2020
Dadra and Nagar Haveli and Daman and Diu,412,686,2,1098,8/2/2020
Delhi,10705,120930,3963,131635,8/2/2020
Goa,1657,4211,45,5868,8/2/2020
Gujarat,14090,44907,2441,58997,8/2/2020
Haryana,6317,28227,421,34544,8/2/2020
Himachal Pradesh,1091,1459,14,2550,8/2/2020
Jammu and Kashmir,7765,12217,377,19982,8/2/2020
Jharkhand,6538,4314,106,10852,8/2/2020
Karnataka,72013,49788,2314,121801,8/2/2020
Kerala,10517,13023,73,23540,8/2/2020
Ladakh,302,1095,7,1397,8/2/2020
Madhya Pradesh,8668,22271,867,30939,8/2/2020
Maharashtra,150966,256158,14994,407124,8/2/2020
Manipur,927,1689,5,2616,8/2/2020
Meghalaya,603,215,5,818,8/2/2020
Mizoram,165,247,0,412,8/2/2020
Nagaland,1053,635,5,1688,8/2/2020
Odisha,11182,20518,177,31700,8/2/2020
Puducherry,1323,2100,49,3423,8/2/2020
Punjab,4999,10734,386,15733,8/2/2020
Rajasthan,11589,29035,674,40624,8/2/2020
Sikkim,407,231,1,638,8/2/2020
Tamil Nadu,57968,183956,3935,241924,8/2/2020
Telengana,16796,45388,519,62184,8/2/2020
Tripura,1630,3327,21,4957,8/2/2020
Uttarakhand,2935,4168,80,7103,8/2/2020
Uttar Pradesh,34968,48863,1630,83831,8/2/2020
West Bengal,20233,48374,1581,68607,8/2/2020
Andaman and Nicobar Islands,639,277,12,916,8/3/2020
Andhra Pradesh,79104,95625,1604,174729,8/3/2020
Arunachal Pradesh,682,1105,3,1787,8/3/2020
Assam,13625,34421,115,48046,8/3/2020
Bihar,21093,40348,347,61441,8/3/2020
Chandigarh,471,715,20,1186,8/3/2020
Chhattisgarh,2520,7613,69,10133,8/3/2020
Dadra and Nagar Haveli and Daman and Diu,404,919,2,1323,8/3/2020
Delhi,9897,125226,4033,135123,8/3/2020
Goa,1901,5114,60,7015,8/3/2020
Gujarat,14690,48376,2533,63066,8/3/2020
Haryana,6122,31226,448,37348,8/3/2020
Himachal Pradesh,1155,1710,14,2865,8/3/2020
Jammu and Kashmir,7123,14856,417,21979,8/3/2020
Jharkhand,8648,5164,128,13812,8/3/2020
Karnataka,73854,69272,2704,143126,8/3/2020
Kerala,11570,16299,87,27869,8/3/2020
Ladakh,400,1127,7,1527,8/3/2020
Madhya Pradesh,8756,25414,912,34170,8/3/2020
Maharashtra,142458,299356,16142,441814,8/3/2020
Manipur,1197,1814,7,3011,8/3/2020
Meghalaya,582,330,5,912,8/3/2020
Mizoram,222,282,0,504,8/3/2020
Nagaland,1741,659,5,2400,8/3/2020
Odisha,12982,24483,216,37465,8/3/2020
Puducherry,1552,2537,58,4089,8/3/2020
Punjab,6062,12491,462,18553,8/3/2020
Rajasthan,13115,32832,732,45947,8/3/2020
Sikkim,483,299,1,782,8/3/2020
Tamil Nadu,55152,208784,4349,263936,8/3/2020
Telengana,19568,50814,576,70382,8/3/2020
Tripura,1873,3725,30,5598,8/3/2020
Uttarakhand,3066,4847,95,7913,8/3/2020
Uttar Pradesh,41222,57271,1817,98493,8/3/2020
West Bengal,22315,56884,1785,79199,8/3/2020
Andaman and Nicobar Islands,639,277,12,916,8/4/2020
Andhra Pradesh,79104,95625,1604,174729,8/4/2020
Arunachal Pradesh,682,1105,3,1787,8/4/2020
Assam,13625,34421,115,48046,8/4/2020
Bihar,21093,40348,347,61441,8/4/2020
Chandigarh,471,715,20,1186,8/4/2020
Chhattisgarh,2520,7613,69,10133,8/4/2020
Dadra and Nagar Haveli and Daman and Diu,404,919,2,1323,8/4/2020
Delhi,9897,125226,4033,135123,8/4/2020
Goa,1901,5114,60,7015,8/4/2020
Gujarat,14690,48376,2533,63066,8/4/2020
Haryana,6122,31226,448,37348,8/4/2020
Himachal Pradesh,1155,1710,14,2865,8/4/2020
Jammu and Kashmir,7123,14856,417,21979,8/4/2020
Jharkhand,8648,5164,128,13812,8/4/2020
Karnataka,73854,69272,2704,143126,8/4/2020
Kerala,11570,16299,87,27869,8/4/2020
Ladakh,400,1127,7,1527,8/4/2020
Madhya Pradesh,8756,25414,912,34170,8/4/2020
Maharashtra,142458,299356,16142,441814,8/4/2020
Manipur,1197,1814,7,3011,8/4/2020
Meghalaya,582,330,5,912,8/4/2020
Mizoram,222,282,0,504,8/4/2020
Nagaland,1741,659,5,2400,8/4/2020
Odisha,12982,24483,216,37465,8/4/2020
Puducherry,1552,2537,58,4089,8/4/2020
Punjab,6062,12491,462,18553,8/4/2020
Rajasthan,13115,32832,732,45947,8/4/2020
Sikkim,483,299,1,782,8/4/2020
Tamil Nadu,55152,208784,4349,263936,8/4/2020
Telengana,19568,50814,576,70382,8/4/2020
Tripura,1873,3725,30,5598,8/4/2020
Uttarakhand,3066,4847,95,7913,8/4/2020
Uttar Pradesh,41222,57271,1817,98493,8/4/2020
